show,season,episode,episode_code,episode_title,url,html_file,status,reason,num_raw_lines,num_dialogue_lines,num_unique_speakers,unique_speakers,falseish_examples
House M.D.,1,20,01x20,Love Hurts,https://transcripts.foreverdreaming.org/viewtopic.php?t=42799,s01e20_love_hurts_t42799.html,usable,,483,441,18,Annette|Brenda|Cameron|Chase|Cuddy|Foreman|Harvey|House|Lawyer|Mr Park|Mrs Park|Myron|Pharmacist|Ramona|Some Guy|Surgeon|Wilson|Wilson & Some Guy,
House M.D.,1,21,01x21,Three Stories,https://transcripts.foreverdreaming.org/viewtopic.php?t=42800,s01e21_three_stories_t42800.html,usable,,503,427,20,A Voice|Brenda|Cameron|Caring|Carmen|Chase|Cuddy|Farmer|Foreman|House|Keen|Late 30s Man|New Jersey|Nurse|Rebellious|Someone|Stacy|Volleyball Player|Volleyball Player's Mother|Wilson,
House M.D.,1,22,01x22,Honeymoon,https://transcripts.foreverdreaming.org/viewtopic.php?t=42801,s01e22_honeymoon_t42801.html,usable,,424,388,9,Cameron|Chase|Cuddy|Foreman|House|Mark|Paramedic|Stacy|Wilson,
House M.D.,2,1,02x01,Acceptance,https://transcripts.foreverdreaming.org/viewtopic.php?t=42802,s02e01_acceptance_t42802.html,usable,,446,398,16,Cameron|Chase|Cindy|Clarence|Cuddy|Foreman|Guard|House|Inmate|James|Lawyer|Man|Stacy|Warden|Wilson|Woman,"Guy with bandages all around his face: Perhaps I’ll come out looking just as monstrous? I mean, isn’t that what I deserv"
House M.D.,2,2,02x02,Autopsy,https://transcripts.foreverdreaming.org/viewtopic.php?t=43059,s02e02_autopsy_t43059.html,usable,,467,408,20,Andie|Anesthesiologist 1|Anesthesiologist 2|Cameron|Chase|Cuddy|Doctor 1|Doctor 2|Foreman|Girl|House|Mom|Murphy|Neuro|Neuro 1|Neuro 2|Nurse|Patient|Salesman|Wilson,
House M.D.,2,3,02x03,Humpty Dumpty,https://transcripts.foreverdreaming.org/viewtopic.php?t=43060,s02e03_humpty_dumpty_t43060.html,usable,,645,458,12,Alfredo|Brother|Cameron|Chase|Cuddy|Foreman|House|Manny|Mother|Patient|Stacy|Wilson,
House M.D.,2,4,02x04,TB Or Not TB,https://transcripts.foreverdreaming.org/viewtopic.php?t=43061,s02e04_tb_or_not_tb_t43061.html,usable,,513,475,12,Cameron|Cecelia|Chase|Cuddy|Foreman|Houes|House|Jerry|Mandy|Sebastian|Villager|Wilson,
House M.D.,2,5,02x05,Daddy's Boy,https://transcripts.foreverdreaming.org/viewtopic.php?t=43062,s02e05_daddy_s_boy_t43062.html,usable,,633,529,18,Cameron|Carnell|Chase|Cuddy|Dad|Foreman|Girl|House|Ken|Kid|Kid 2|Mom|Nurse|Older Guy|Paramedic|Surgeon|Taddy|Wilson,
House M.D.,2,6,02x06,Spin,https://transcripts.foreverdreaming.org/viewtopic.php?t=43063,s02e06_spin_t43063.html,usable,,542,455,18,Announcer|Cameron|Chase|Cuddy|Dad|Dr Harper|Foreman|House|Jeff|Kid 1|Kid 2|Manager|Mark|Mom|Mopping Guy|Patient|Stacy|Wilson,
House M.D.,2,7,02x07,Hunting,https://transcripts.foreverdreaming.org/viewtopic.php?t=43064,s02e07_hunting_t43064.html,usable,,497,424,11,Cameron|Chase|Cuddy|Dad|Doctor|Foreman|House|Kalvin|Mark|Stacy|Wilson,
House M.D.,2,8,02x08,The Mistake,https://transcripts.foreverdreaming.org/viewtopic.php?t=43065,s02e08_the_mistake_t43065.html,usable,,590,483,18,Ayersman|Cameron|Chase|Chuck|Cuddy|Doctor|Dory|Foreman|Head Doc|House|Kayla|Magician Boy On Stage|Nicky|Paramedic|Patient|Sam|Stacy|Wilson,
House M.D.,2,9,02x09,Deception,https://transcripts.foreverdreaming.org/viewtopic.php?t=43066,s02e09_deception_t43066.html,usable,,469,430,14,Anica|Cameron|Chase|Cuddy|Doctor|Foreman|House|Lab Tech|Man|Race Announcer|Taxi Driver|Teller|Wilson|Woman,"Man in line in front of House: Um, sixth race at Golden Downs; I'll take the two and the four. Hey, that's my birthday! "
House M.D.,2,10,02x10,Failure to Communicate,https://transcripts.foreverdreaming.org/viewtopic.php?t=43067,s02e10_failure_to_communicate_t43067.html,usable,,529,435,16,Announcement|Announcer In The Airport|Cameron|Chase|Cuddy|Elizabeth|Fletcher|Foreman|Greta|House|Kid's Mother|Medicaid Guy|Nurse|Security Guy|Stacy|Wilson,
House M.D.,2,11,02x11,Need to Know,https://transcripts.foreverdreaming.org/viewtopic.php?t=43068,s02e11_need_to_know_t43068.html,usable,,520,459,18,Cam|Cameron|Chase|Commentator 1|Commentator 2|Cuddy|Daughter|Foreman|Friend|Friends|House|Margo|Mark|Mom|Stacy|Stella|Ted|Wilson,
House M.D.,2,12,02x12,Distractions,https://transcripts.foreverdreaming.org/viewtopic.php?t=43069,s02e12_distractions_t43069.html,usable,,552,477,17,Adam|Anesthesiologist|Brenda|Cameron|Chase|Cuddy|Doctor|Doug|Emily|Foreman|House|Nurse|Paramedic|Paula|Stranger At The Door|Weber|Wilson,
House M.D.,2,13,02x13,Skin Deep,https://transcripts.foreverdreaming.org/viewtopic.php?t=43070,s02e13_skin_deep_t43070.html,usable,,452,411,15,Alex|Austin|Cameron|Chase|Cuddy|Dad|Foreman|Forman|George|House|Model|Nurse|Social Worker|Wilson|Woman,Commercial Break: Buy things! || Commercial Break: Buy Stuff!!
House M.D.,2,14,02x14,Sex Kills,https://transcripts.foreverdreaming.org/viewtopic.php?t=43071,s02e14_sex_kills_t43071.html,usable,,518,432,18,Amy|Cameron|Cecile|Chase|Cuddy|Doctor|Donald|Ellen|Foreman|Henry|House|Man|Nurse|Nurses|Patient|Simpson|Wilson|Woman,
House M.D.,2,15,02x15,Clueless,https://transcripts.foreverdreaming.org/viewtopic.php?t=43072,s02e15_clueless_t43072.html,usable,,515,473,17,Answering Machine|Bob|Cameron|Chase|Cuddy|Foreman|House|Lady|Man|Maria|Message|Mr Lambert|Mrs Lambert|Phone|Scale|Wilson|Woman,
House M.D.,2,16,02x16,Safe,https://transcripts.foreverdreaming.org/viewtopic.php?t=43073,s02e16_safe_t43073.html,usable,,545,466,11,Barbara|Cameron|Chase|Cuddy|Dan|Foreman|House|Lewis|Melinda|Voice Replies|Wilson,
House M.D.,2,17,02x17,All in,https://transcripts.foreverdreaming.org/viewtopic.php?t=43074,s02e17_all_in_t43074.html,usable,,559,477,16,Alan|Cameron|Chase|Cuddy|Dr Wells|Foreman|House|Ian|Mike|Nurse|Over The Announcement System|Sarah|Teacher|Voice|Wilson|Woman,
House M.D.,2,18,02x18,Sleeping Dogs Lie,https://transcripts.foreverdreaming.org/viewtopic.php?t=43075,s02e18_sleeping_dogs_lie_t43075.html,usable,,597,504,12,Cameron|Chase|Cuddy|Daughter|Foreman|Forman|Hannah|House|Mandarin Woman|Max|Surgeon|Wilson,
House M.D.,2,19,02x19,House vs God,https://transcripts.foreverdreaming.org/viewtopic.php?t=43076,s02e19_house_vs_god_t43076.html,usable,,490,400,14,Boyd|Bus Stop Guy|Cameron|Chase|Cuddy|Dry Cleaner|Drycleaner|Foreman|Grace|House|Person|Tax Accountant|Walter|Wilson,
House M.D.,2,20,02x20,Euhoria Part 1,https://transcripts.foreverdreaming.org/viewtopic.php?t=43077,s02e20_euhoria_part_1_t43077.html,usable,,565,451,13,Babyshoes|Cameron|Chase|Cop|Cuddy|Female Cop|Foeman|Foreman|Guy|House|Joe|Jose|Wilson,
House M.D.,2,21,02x21,Euhoria Part 2,https://transcripts.foreverdreaming.org/viewtopic.php?t=43078,s02e21_euhoria_part_2_t43078.html,usable,,478,442,10,Cameron|Chase|Cuddy|Foreman|Girl|House|Mother|Offstage Male|Rodney|Wilson,
House M.D.,2,22,02x22,Forever,https://transcripts.foreverdreaming.org/viewtopic.php?t=43079,s02e22_forever_t43079.html,usable,,462,396,10,Brent|Cameron|Chase|Cuddy|Emt|Foreman|House|Kara|Nurse|Wilson,
House M.D.,2,23,02x23,Who's Your Daddy,https://transcripts.foreverdreaming.org/viewtopic.php?t=43080,s02e23_who_s_your_daddy_t43080.html,usable,,415,379,17,Cameron|Chase|Crandall|Cuddy|Cuddy's Voice|Foreman|House|House's Answering Machine|Ingrid|Jesse Baker|Leona|Mother|Patrick|Son|Wilson|Wilson's Voice|Woman's Voice,
House M.D.,2,24,02x24,No Reason,https://transcripts.foreverdreaming.org/viewtopic.php?t=43081,s02e24_no_reason_t43081.html,usable,,448,411,9,Cameron|Chase|Cuddy|Foreman|House|Jack|Vince|Wilson|Woman,
House M.D.,3,1,03x01,Meaning,https://transcripts.foreverdreaming.org/viewtopic.php?t=43082,s03e01_meaning_t43082.html,usable,,496,413,10,Arlene|Cameron|Caren|Chase|Cuddy|Foreman|House|Mark|Surgeon|Wilson,
House M.D.,3,2,03x02,Cane & Able,https://transcripts.foreverdreaming.org/viewtopic.php?t=43105,s03e02_cane_able_t43105.html,usable,,452,409,12,Alien|Brenda|Cameron|Chase|Clancy|Cuddy|Dad|Foreman|House|Mom|Richard|Wilson,
House M.D.,3,3,03x03,Informed Consent,https://transcripts.foreverdreaming.org/viewtopic.php?t=43106,s03e03_informed_consent_t43106.html,usable,,481,407,14,Ali|Cameron|Chase|Cuddy|Dad|Daughter|Doctor|Either|Ezra|Foreman|House|Nurse|Powell|Wilson,
House M.D.,3,4,03x04,Lines In The Sand,https://transcripts.foreverdreaming.org/viewtopic.php?t=43107,s03e04_lines_in_the_sand_t43107.html,usable,,493,414,14,Ali|Brenda|Cameron|Chase|Cuddy|Dominic|Foreman|House|Nurse|Patient 1|Patient 2|Sarah|Surgeon|Wilson,
House M.D.,3,5,03x05,Fools For Love,https://transcripts.foreverdreaming.org/viewtopic.php?t=43108,s03e05_fools_for_love_t43108.html,usable,,537,489,16,Cameron|Chase|Cuddy|Foreman|House|Jeremy|Jeremy's Dad|Tough Guy1|Tough Guy2|Toughguy1|Tracy|Tritter|Waiter|Waitress|Wendy|Wilson,
House M.D.,3,6,03x06,Que Serà Serà,https://transcripts.foreverdreaming.org/viewtopic.php?t=43109,s03e06_que_ser_ser_t43109.html,usable,,519,441,21,Brenda|Cameron|Chase|Cuddy|Fireman1|Fireman2|Fireman3|Fireman4|Fireman5|Fireman6|Foreman|George|House|Lawyer|Nurse|Paramedic|Patient|Sophie|Tritter|Vagrant|Wilson,
House M.D.,3,7,03x07,Son of Coma Guy,https://transcripts.foreverdreaming.org/viewtopic.php?t=43110,s03e07_son_of_coma_guy_t43110.html,usable,,608,413,10,Cameron|Chase|Cuddy|Foreman|Gabe|House|Kyle|Mrs Schaeffer|Tritter|Wilson,
House M.D.,3,8,03x08,Whack-a-mole,https://transcripts.foreverdreaming.org/viewtopic.php?t=43111,s03e08_whack_a_mole_t43111.html,usable,,757,518,22,Beth|Boy|Cameron|Chase|Cuddy|Elderly Guy|Foreman|Girl|House|Hurse|Jack|Kama|Lawyer|Marko|Nurse|Officer|Paramedic 1|Patient|Ralphie|Ralphie & Jack|Will|Wilson,
House M.D.,3,9,03x09,Finding Judas,https://transcripts.foreverdreaming.org/viewtopic.php?t=43112,s03e09_finding_judas_t43112.html,usable,,729,503,13,Alice|Cameron|Chase|Cuddy|Edie|Female Donor|Foreman|House|Judge|Nurse|Rob|Tritter|Wilson,
House M.D.,3,10,03x10,Merry Little Christmas,https://transcripts.foreverdreaming.org/viewtopic.php?t=43113,s03e10_merry_little_christmas_t43113.html,usable,,505,446,13,Abigail|Cameron|Chase|Cuddy|Doctor|Foreman|House|Little Girl|Maddy|Mrs Zebalusky|Pharmacist|Tritter|Wilson,
House M.D.,3,11,03x11,Words and Deeds,https://transcripts.foreverdreaming.org/viewtopic.php?t=43114,s03e11_words_and_deeds_t43114.html,usable,,508,410,21,Amy|Anethesiologist|Brock|Cameron|Chase|Cuddy|Defence Lawyer|Derek|Foreman|House|Judge|Nurse|Prosecuter|Prosecution|Prosecutor|Random Firefighter|Therapist|Tritter|Voldemort|Wilson|Woman,
House M.D.,3,12,03x12,"One Day, One Room",https://transcripts.foreverdreaming.org/viewtopic.php?t=43115,s03e12_one_day_one_room_t43115.html,usable,,714,526,26,Bashful Old Lady|Cameron|Chase|Cuddy|Dad|Doctor|Dr Stone|Ear Guy|Eve|Fifty-buck Dad|Fifty-buck Son|Foreman|Hiccup Guy|Homeless Old Guy|House|Lady|Marko|Nurse|Old Guy|Pharmacist|Pulse Dude|Runny-nose Guy|Sherlock Nose|Stomach Lady|Tongue Guy|Wilson,
House M.D.,3,13,03x13,Needle In a Haystack,https://transcripts.foreverdreaming.org/viewtopic.php?t=43116,s03e13_needle_in_a_haystack_t43116.html,usable,,534,500,18,Cameron|Chase|Cop|Cuddy|Dr Simpson|Foreman|Franklin|House|Judy|Leah|Man|Mother|Nurse|Steve|Stevie|Whitner|Wilson|Woman,
House M.D.,3,14,03x14,Insensitive,https://transcripts.foreverdreaming.org/viewtopic.php?t=43117,s03e14_insensitive_t43117.html,usable,,511,475,15,Bev|Cameron|Chase|Cuddy|Cynthia|Don|Female Surgeon|Foreman|Hannah|House|Nurse|Operator|Surgeon|Wendy|Wilson,
House M.D.,3,15,03x15,Half-Wit,https://transcripts.foreverdreaming.org/viewtopic.php?t=43118,s03e15_half_wit_t43118.html,usable,,695,487,12,Cameron|Chase|Cuddy|Dr Medick|Dr Obyedkov|Foreman|House|Nurse|Patient|Patrick|Voice|Wilson,
House M.D.,3,16,03x16,Top Secret,https://transcripts.foreverdreaming.org/viewtopic.php?t=43119,s03e16_top_secret_t43119.html,usable,,517,442,10,Cameron|Chase|Cuddy|Foreman|House|John|Marine 1|Nurse|Wilson|Woman,
House M.D.,3,17,03x17,Fetal Position,https://transcripts.foreverdreaming.org/viewtopic.php?t=43120,s03e17_fetal_position_t43120.html,usable,,518,470,12,Cameron|Chase|Cuddy|Emma|Foreman|House|Naomi|Phone|Surgeon|Tyson|Tyson Ritter|Wilson,
House M.D.,3,18,03x18,Airborne,https://transcripts.foreverdreaming.org/viewtopic.php?t=43121,s03e18_airborne_t43121.html,usable,,747,494,19,Air Cameron|Air Chase|Air Foreman|Cameron|Chase|Clueless Wife|Cuddy|Cue Music|Foreman|Fran|Frightened Passenger 1|Frightened Passenger 2|House|Joy|Keo|Noisy Girl|Peng|Robin|Wilson,
House M.D.,3,19,03x19,Act Your Age,https://transcripts.foreverdreaming.org/viewtopic.php?t=43122,s03e19_act_your_age_t43122.html,usable,,576,494,13,Cameron|Chase|Cuddy|Deran|Foreman|House|Janie|Jasper|Little Girl|Lucy|Patient|Security Guard|Wilson,
House M.D.,3,20,03x20,House Training,https://transcripts.foreverdreaming.org/viewtopic.php?t=43123,s03e20_house_training_t43123.html,usable,,417,381,13,Bonnie|Cameron|Chase|Cuddy|Foreman|House|Lupe|Man|Mr Foreman|Mrs Foreman|Nurse|Wilson|Young Man,
House M.D.,3,21,03x21,Family,https://transcripts.foreverdreaming.org/viewtopic.php?t=43124,s03e21_family_t43124.html,usable,,660,463,13,Cameron|Chase|Claudia|Cuddy|Foreman|Foremman|House|Matty|Nick|Salesman|Scott|Surgeon|Wilson,
House M.D.,3,22,03x22,Resignation,https://transcripts.foreverdreaming.org/viewtopic.php?t=43125,s03e22_resignation_t43125.html,usable,,477,425,14,Addie|Ben|Cameron|Chase|Cuddy|Foreman|Guy|Honey|House|Jodie|Patient|Steve|Teacher|Wilson,
House M.D.,3,23,03x23,The Jerk,https://transcripts.foreverdreaming.org/viewtopic.php?t=43126,s03e23_the_jerk_t43126.html,usable,,749,509,15,Ben|Cameron|Chase|Cuddy|Cue Music|Doug|Enid|Female Proctor|Foreman|House|Nate|Nick|Nurse|Proctor|Wilson,
House M.D.,3,24,03x24,Human Error,https://transcripts.foreverdreaming.org/viewtopic.php?t=43127,s03e24_human_error_t43127.html,usable,,512,418,19,Cameron|Chase|Cuddy|Doctor|Esteban|Fisher|Foreman|House|Marina|Nurse|Pilot|Rescuer1|Rescuer2|Rescuer3|Student1|Student2|Student3|Surgeon|Wilson,
House M.D.,4,1,04x01,Alone,https://transcripts.foreverdreaming.org/viewtopic.php?t=43128,s04e01_alone_t43128.html,usable,,725,482,18,Ben Prosner|Cuddy|Doctor|Doub Mcmurtry|House|Imelda|Leon The Janitor|Liz Masters|Male Nurse|Megan Bradberry|Mrs Bradberry|Sam Lee|Surgeon|The Guitarnapper|Trevor Kaufman|Trevor's Roommate|Wilson|Young Doctor,FLASHBACK: [Megan's Office. Day. Megan speaks to Ben on her cell phone.] || FLASHBACK: [Camera zooms towards Megan. Camera zooms towards Liz.]
House M.D.,4,2,04x02,The Right Stuff,https://transcripts.foreverdreaming.org/viewtopic.php?t=43129,s04e02_the_right_stuff_t43129.html,usable,,502,247,8,Big Eye|Cameron|Chase|Cuddy|Greta|House|Man|Wilson,
House M.D.,4,3,04x03,97 Seconds,https://transcripts.foreverdreaming.org/viewtopic.php?t=43130,s04e03_97_seconds_t43130.html,usable,,767,502,22,Almore|Amber|Brennan|Cameron|Chase|Cole|Cuddy|Dobson|Female Fellow|Foreman|Handsome Fellow|House|Jody|Kutner|Latino Fellow|Schaffer|Stark|Taub|Thirteen|Twin 15a|Twin 15b|Wilson,
House M.D.,4,4,04x04,Guardian Angels,https://transcripts.foreverdreaming.org/viewtopic.php?t=43131,s04e04_guardian_angels_t43131.html,usable,,793,513,18,Amber|Cameron|Chase|Connie Walesa|Cuddy|Dr Brady|Dr Pilcher|Foreman|Henry Dobson|House|Irene Walesa|Jeffrey Cole|Kutner|Martin|Old Gentleman|Taub|Travis Brennan|Wilson,
House M.D.,4,5,04x05,"Mirror, Mirror",https://transcripts.foreverdreaming.org/viewtopic.php?t=43132,s04e05_mirror_mirror_t43132.html,usable,,576,498,17,Amber|Brennan|Cameron|Chase|Cole|Cuddy|Foreman|Guy 1|Guy 2|Guy 2 Tony|House|Kutner|Man|Patient|Taub|Tony|Wilson,
House M.D.,4,6,04x06,Whatever It Takes,https://transcripts.foreverdreaming.org/viewtopic.php?t=43133,s04e06_whatever_it_takes_t43133.html,usable,,732,508,19,Agent Smith|Amber|Announcer's Voice|Cameron|Casey Alfonso|Chase|Cuddy|Foreman|House|Jeffrey Cole|John|Kutner|Lou Alfonso|Reporter|Samira Terzi|Sidney Curtis|Taub|Travis Brennan|Wilson,
House M.D.,4,7,04x07,Ugly,https://transcripts.foreverdreaming.org/viewtopic.php?t=43134,s04e07_ugly_t43134.html,usable,,945,568,25,Anesthesiologist|Cameron|Chase|Cole|Cranio Surgeon|Cuddy|Darnell|Doctor|Ex-partner|Father|Female Patient|Foreman|House|Jenny|Joe|Kenny|Kutner|Male Patient|Surgeon|Taub|Taub Gets Up Obediently|Terzi|Thirteen|Volakis|Wilson,POTW'S ROOM - Taub shows the film to Cuddy; House lurks off to the side.
House M.D.,4,8,04x08,You Don't Want to Know,https://transcripts.foreverdreaming.org/viewtopic.php?t=43135,s04e08_you_don_t_want_to_know_t43135.html,usable,,537,415,13,Amber|Cole|Cuddy|Finn|Foreman|House|Ilana|Kutner|Nurse|Surgeon|Taub|Wilson|Woman,
House M.D.,4,9,04x09,Games,https://transcripts.foreverdreaming.org/viewtopic.php?t=43136,s04e09_games_t43136.html,usable,,762,490,17,Amber|Cameron|Chase|Chris|Club Owner|Cuddy|Foreman|Fred|House|Ian|Jimmy Quidd|Kutner|Luisa Maria|Mr Mckenna|Rex|Taub|Wilson,
House M.D.,4,10,04x10,It's a Wonderful Lie,https://transcripts.foreverdreaming.org/viewtopic.php?t=43137,s04e10_it_s_a_wonderful_lie_t43137.html,usable,,703,548,14,Chase|Coach|Cuddy|Foreman|House|Jane|Kutner|Maggie|Melanie|Roger|Taub|Thirteen|Thirteenforeman|Wilson,
House M.D.,4,11,04x11,Frozen,https://transcripts.foreverdreaming.org/viewtopic.php?t=43138,s04e11_frozen_t43138.html,usable,,523,473,10,Amber|Cameron|Cate|Cuddy|Foreman|House|Kutner|Sean|Taub|Wilson,
House M.D.,4,12,04x12,Don't Ever Change,https://transcripts.foreverdreaming.org/viewtopic.php?t=43139,s04e12_don_t_ever_change_t43139.html,usable,,734,462,13,Amber|Chase|Cuddy|Foreman|House|Jewish Guest|Jewish Lady|Kutner|Mrs Silver|Roz Viner|Taub|Wilson|Yonatan Arnoff,"FLASHBACK: [Roz's Wedding. Roz sits in her wedding dress.] || FLASHBACK: [Roz's Wedding. As part of the ritual, Yonatan takes a sip of water, as does Roz.] || FLASHBACK: [Roz's wedding. She's hoisted up on a chair and rocked up and down.]"
House M.D.,4,13,04x13,No More Mr. Nice Guy,https://transcripts.foreverdreaming.org/viewtopic.php?t=43140,s04e13_no_more_mr_nice_guy_t43140.html,usable,,562,519,16,Amber|Cameron|Chase|Cuddy|Deb|Delivery Man|Female Soap Character|Foreman|Guy|House|Jeff|Kutner|Male Soap Character|Taub|Thirteen|Wilson,
House M.D.,4,14,04x14,Living the Dream,https://transcripts.foreverdreaming.org/viewtopic.php?t=43469,s04e14_living_the_dream_t43469.html,usable,,556,489,20,Amber|Anna|Brock|Cameron|Chase|Conway|Cuddy|Director|Evan|Foreman|House|House & Evan|Kutner|Marie|Pharmacist|Salesman|Taub|Technician|Thirteen|Wilson,
House M.D.,4,15,04x15,House's Head,https://transcripts.foreverdreaming.org/viewtopic.php?t=43470,s04e15_house_s_head_t43470.html,usable,,506,451,19,Amber|Ann|Bartender|Bus Driver|Cameron|Chase|Cuddy|Dancer|Emo Guy|Foreman|House|Kutner|Mystery Woman|Nurse|Paramedic|Taub|Thirteen|Wheelchair Guy|Wilson,
